Orthogroup	Species	H_robusta_2	Orthologs
OG0000034	B_glabrata_2	H_robusta|ESN90476.1	B_glabrata|XP_013078957.1
OG0000034	S_constricta_2	H_robusta|ESN90476.1	S_constricta|evm.model.ctg613.8
OG0000034	C_virginica_2	H_robusta|ESN90476.1	C_virginica|XP_022343845.1
OG0000034	P_fucata_2	H_robusta|ESN90476.1	P_fucata|Pma_10032131
OG0000034	A_granulata_2	H_robusta|ESN90476.1	A_granulata|model.g1662.t1_1
OG0000034	O_bimaculoides_2	H_robusta|ESN90476.1	O_bimaculoides|XP_014777276.1
OG0000034	L_gigantea_2	H_robusta|ESN90476.1	L_gigantea|XP_009054295.1
OG0000035	L_gigantea_2	H_robusta|ESO10634.1	L_gigantea|XP_009063552.1
OG0000035	O_bimaculoides_2	H_robusta|ESO10634.1	O_bimaculoides|XP_014772225.1
OG0000035	S_constricta_2	H_robusta|ESO10634.1	S_constricta|evm.model.ctg392.9
OG0000035	A_granulata_2	H_robusta|ESO10634.1	A_granulata|model.g3215.t1_1
OG0000035	B_glabrata_2	H_robusta|ESO10634.1	B_glabrata|XP_013075562.1
OG0000035	C_virginica_2	H_robusta|ESO10634.1	C_virginica|XP_022313863.1
OG0000035	P_fucata_2	H_robusta|ESO10634.1	P_fucata|Pma_10016128
OG0000036	A_granulata_2	H_robusta|ESO10298.1	A_granulata|model.g3997.t1_1
OG0000036	O_bimaculoides_2	H_robusta|ESO10298.1	O_bimaculoides|XP_014776166.1
OG0000036	S_constricta_2	H_robusta|ESO10298.1	S_constricta|evm.model.ctg96.20
OG0000036	C_virginica_2	H_robusta|ESO10298.1	C_virginica|XP_022314684.1
OG0000036	P_fucata_2	H_robusta|ESO10298.1	P_fucata|Pma_10028537
OG0000036	B_glabrata_2	H_robusta|ESO10298.1	B_glabrata|XP_013064900.1
OG0000036	L_gigantea_2	H_robusta|ESO10298.1	L_gigantea|XP_009048015.1
OG0000037	O_bimaculoides_2	H_robusta|ESN95204.1	O_bimaculoides|XP_014785114.1
OG0000037	S_constricta_2	H_robusta|ESN95204.1	S_constricta|evm.model.ctg533.29
OG0000037	C_virginica_2	H_robusta|ESN95204.1	C_virginica|XP_022316489.1
OG0000037	P_fucata_2	H_robusta|ESN95204.1	P_fucata|Pma_10007898
OG0000037	B_glabrata_2	H_robusta|ESN95204.1	B_glabrata|XP_013085046.1
OG0000037	L_gigantea_2	H_robusta|ESN95204.1	L_gigantea|XP_009045422.1
OG0000037	A_granulata_2	H_robusta|ESN95204.1	A_granulata|model.g4135.t1_1
OG0000038	A_granulata_2	H_robusta|ESO05119.1	A_granulata|model.g3909.t1_1
OG0000038	O_bimaculoides_2	H_robusta|ESO05119.1	O_bimaculoides|XP_014773522.1
OG0000038	S_constricta_2	H_robusta|ESO05119.1	S_constricta|evm.model.ctg1402.5
OG0000038	B_glabrata_2	H_robusta|ESO05119.1	B_glabrata|XP_013077767.1
OG0000038	L_gigantea_2	H_robusta|ESO05119.1	L_gigantea|XP_009067307.1
OG0000038	C_virginica_2	H_robusta|ESO05119.1	C_virginica|XP_022314870.1
OG0000038	P_fucata_2	H_robusta|ESO05119.1	P_fucata|Pma_225.222
OG0000039	B_glabrata_2	H_robusta|ESN96911.1	B_glabrata|XP_013086056.1
OG0000039	O_bimaculoides_2	H_robusta|ESN96911.1	O_bimaculoides|XP_014772348.1
OG0000039	C_virginica_2	H_robusta|ESN96911.1	C_virginica|XP_022309414.1
OG0000039	P_fucata_2	H_robusta|ESN96911.1	P_fucata|Pma_10017118
OG0000039	A_granulata_2	H_robusta|ESN96911.1	A_granulata|model.g5912.t1_1
OG0000039	L_gigantea_2	H_robusta|ESN96911.1	L_gigantea|XP_009046521.1
OG0000039	S_constricta_2	H_robusta|ESN96911.1	S_constricta|evm.model.ctg271.100
OG0000040	C_virginica_2	H_robusta|ESO01626.1	C_virginica|XP_022332522.1
OG0000040	P_fucata_2	H_robusta|ESO01626.1	P_fucata|Pma_10009782
OG0000040	O_bimaculoides_2	H_robusta|ESO01626.1	O_bimaculoides|XP_014788148.1
OG0000040	B_glabrata_2	H_robusta|ESO01626.1	B_glabrata|XP_013079984.1
OG0000040	S_constricta_2	H_robusta|ESO01626.1	S_constricta|evm.model.ctg76.36
OG0000040	L_gigantea_2	H_robusta|ESO01626.1	L_gigantea|XP_009047712.1
OG0000040	A_granulata_2	H_robusta|ESO01626.1	A_granulata|model.g6072.t1_1
OG0000041	A_granulata_2	H_robusta|ESO00575.1	A_granulata|model.g8800.t1_1
OG0000041	S_constricta_2	H_robusta|ESO00575.1	S_constricta|evm.model.ctg64.47
OG0000041	C_virginica_2	H_robusta|ESO00575.1	C_virginica|XP_022301526.1
OG0000041	P_fucata_2	H_robusta|ESO00575.1	P_fucata|Pma_10020132
OG0000041	B_glabrata_2	H_robusta|ESO00575.1	B_glabrata|XP_013075181.1
OG0000041	L_gigantea_2	H_robusta|ESO00575.1	L_gigantea|XP_009050006.1
OG0000041	O_bimaculoides_2	H_robusta|ESO00575.1	O_bimaculoides|XP_014773542.1
OG0000042	C_virginica_2	H_robusta|ESN96167.1	C_virginica|XP_022300046.1
OG0000042	B_glabrata_2	H_robusta|ESN96167.1	B_glabrata|XP_013068776.1
OG0000042	P_fucata_2	H_robusta|ESN96167.1	P_fucata|Pma_10002130
OG0000042	A_granulata_2	H_robusta|ESN96167.1	A_granulata|model.g8671.t1_1
OG0000042	O_bimaculoides_2	H_robusta|ESN96167.1	O_bimaculoides|XP_014775340.1
OG0000042	L_gigantea_2	H_robusta|ESN96167.1	L_gigantea|XP_009062528.1
OG0000042	S_constricta_2	H_robusta|ESN96167.1	S_constricta|evm.model.ctg154.29
OG0000043	A_granulata_2	H_robusta|ESO04933.1	A_granulata|model.g9992.t1_1
OG0000043	B_glabrata_2	H_robusta|ESO04933.1	B_glabrata|XP_013064636.1
OG0000043	L_gigantea_2	H_robusta|ESO04933.1	L_gigantea|XP_009045632.1
OG0000043	S_constricta_2	H_robusta|ESO04933.1	S_constricta|evm.model.ctg491.9
OG0000043	C_virginica_2	H_robusta|ESO04933.1	C_virginica|XP_022322855.1
OG0000043	P_fucata_2	H_robusta|ESO04933.1	P_fucata|Pma_10008006
OG0000043	O_bimaculoides_2	H_robusta|ESO04933.1	O_bimaculoides|XP_014783376.1
OG0000044	A_granulata_2	H_robusta|ESO00697.1	A_granulata|model.g9597.t1_1
OG0000044	O_bimaculoides_2	H_robusta|ESO00697.1	O_bimaculoides|XP_014767759.1
OG0000044	S_constricta_2	H_robusta|ESO00697.1	S_constricta|evm.model.ctg340.12
OG0000044	C_virginica_2	H_robusta|ESO00697.1	C_virginica|XP_022334366.1
OG0000044	P_fucata_2	H_robusta|ESO00697.1	P_fucata|Pma_10030088
OG0000044	B_glabrata_2	H_robusta|ESO00697.1	B_glabrata|XP_013096019.1
OG0000044	L_gigantea_2	H_robusta|ESO00697.1	L_gigantea|XP_009057767.1
OG0000045	S_constricta_2	H_robusta|ESN99635.1	S_constricta|evm.model.ctg968.2
OG0000045	C_virginica_2	H_robusta|ESN99635.1	C_virginica|XP_022317065.1
OG0000045	P_fucata_2	H_robusta|ESN99635.1	P_fucata|Pma_10002234
OG0000045	L_gigantea_2	H_robusta|ESN99635.1	L_gigantea|XP_009043858.1
OG0000045	A_granulata_2	H_robusta|ESN99635.1	A_granulata|model.g11944.t1_1
OG0000045	B_glabrata_2	H_robusta|ESN99635.1	B_glabrata|XP_013086308.1
OG0000045	O_bimaculoides_2	H_robusta|ESN99635.1	O_bimaculoides|XP_014774176.1
OG0000046	A_granulata_2	H_robusta|ESO10083.1	A_granulata|model.g13152.t1_1
OG0000046	B_glabrata_2	H_robusta|ESO10083.1	B_glabrata|XP_013066099.1
OG0000046	L_gigantea_2	H_robusta|ESO10083.1	L_gigantea|XP_009060904.1
OG0000046	O_bimaculoides_2	H_robusta|ESO10083.1	O_bimaculoides|XP_014772041.1
OG0000046	C_virginica_2	H_robusta|ESO10083.1	C_virginica|XP_022325540.1
OG0000046	P_fucata_2	H_robusta|ESO10083.1	P_fucata|Pma_10027324
OG0000046	S_constricta_2	H_robusta|ESO10083.1	S_constricta|evm.model.ctg667.12
OG0000047	A_granulata_2	H_robusta|ESN91550.1	A_granulata|model.g15250.t1_1
OG0000047	O_bimaculoides_2	H_robusta|ESN91550.1	O_bimaculoides|XP_014770126.1
OG0000047	L_gigantea_2	H_robusta|ESN91550.1	L_gigantea|XP_009059115.1
OG0000047	S_constricta_2	H_robusta|ESN91550.1	S_constricta|evm.model.ctg1.21
OG0000047	C_virginica_2	H_robusta|ESN91550.1	C_virginica|XP_022333984.1
OG0000047	P_fucata_2	H_robusta|ESN91550.1	P_fucata|Pma_10023216
OG0000047	B_glabrata_2	H_robusta|ESN91550.1	B_glabrata|XP_013082575.1
OG0000048	C_virginica_2	H_robusta|ESO13187.1	C_virginica|XP_022330767.1
OG0000048	P_fucata_2	H_robusta|ESO13187.1	P_fucata|Pma_10003678
OG0000048	L_gigantea_2	H_robusta|ESO13187.1	L_gigantea|XP_009064850.1
OG0000048	S_constricta_2	H_robusta|ESO13187.1	S_constricta|evm.model.ctg1.125_evm.model.ctg1.126
OG0000048	O_bimaculoides_2	H_robusta|ESO13187.1	O_bimaculoides|XP_014783673.1
OG0000048	A_granulata_2	H_robusta|ESO13187.1	A_granulata|model.g15596.t1_1
OG0000048	B_glabrata_2	H_robusta|ESO13187.1	B_glabrata|XP_013086900.1
OG0000049	A_granulata_2	H_robusta|ESN98754.1	A_granulata|model.g17957.t1_1
OG0000049	O_bimaculoides_2	H_robusta|ESN98754.1	O_bimaculoides|XP_014790578.1
OG0000049	B_glabrata_2	H_robusta|ESN98754.1	B_glabrata|XP_013067132.1
OG0000049	L_gigantea_2	H_robusta|ESN98754.1	L_gigantea|XP_009043632.1
OG0000049	S_constricta_2	H_robusta|ESN98754.1	S_constricta|evm.model.ctg388.17
OG0000049	C_virginica_2	H_robusta|ESN98754.1	C_virginica|XP_022333004.1
OG0000049	P_fucata_2	H_robusta|ESN98754.1	P_fucata|Pma_10020653
OG0000050	S_constricta_2	H_robusta|ESO00076.1	S_constricta|evm.model.ctg51.64
OG0000050	A_granulata_2	H_robusta|ESO00076.1	A_granulata|model.g30402.t1_1
OG0000050	P_fucata_2	H_robusta|ESO00076.1	P_fucata|Pma_10006139
OG0000050	C_virginica_2	H_robusta|ESO00076.1	C_virginica|XP_022340056.1
OG0000050	L_gigantea_2	H_robusta|ESO00076.1	L_gigantea|XP_009053420.1
OG0000050	B_glabrata_2	H_robusta|ESO00076.1	B_glabrata|XP_013095945.1
OG0000050	O_bimaculoides_2	H_robusta|ESO00076.1	O_bimaculoides|XP_014773139.1
OG0000051	A_granulata_2	H_robusta|ESN99728.1	A_granulata|model.g29359.t1_1
OG0000051	C_virginica_2	H_robusta|ESN99728.1	C_virginica|XP_022343998.1
OG0000051	P_fucata_2	H_robusta|ESN99728.1	P_fucata|Pma_10021729
OG0000051	S_constricta_2	H_robusta|ESN99728.1	S_constricta|evm.model.ctg185.15
OG0000051	L_gigantea_2	H_robusta|ESN99728.1	L_gigantea|XP_009050923.1
OG0000051	B_glabrata_2	H_robusta|ESN99728.1	B_glabrata|XP_013090147.1
OG0000051	O_bimaculoides_2	H_robusta|ESN99728.1	O_bimaculoides|XP_014776868.1
OG0000052	B_glabrata_2	H_robusta|ESN98670.1	B_glabrata|XP_013088196.1
OG0000052	A_granulata_2	H_robusta|ESN98670.1	A_granulata|model.g28777.t1_1
OG0000052	L_gigantea_2	H_robusta|ESN98670.1	L_gigantea|XP_009054282.1
OG0000052	C_virginica_2	H_robusta|ESN98670.1	C_virginica|XP_022345957.1
OG0000052	P_fucata_2	H_robusta|ESN98670.1	P_fucata|Pma_10014024
OG0000052	S_constricta_2	H_robusta|ESN98670.1	S_constricta|evm.model.ctg101.83
OG0000052	O_bimaculoides_2	H_robusta|ESN98670.1	O_bimaculoides|XP_014790391.1
OG0000053	L_gigantea_2	H_robusta|ESO03583.1	L_gigantea|XP_009066668.1
OG0000053	B_glabrata_2	H_robusta|ESO03583.1	B_glabrata|XP_013067251.1
OG0000053	A_granulata_2	H_robusta|ESO03583.1	A_granulata|model.g29911.t1_1
OG0000053	C_virginica_2	H_robusta|ESO03583.1	C_virginica|XP_022286161.1
OG0000053	P_fucata_2	H_robusta|ESO03583.1	P_fucata|Pma_10029871
OG0000053	S_constricta_2	H_robusta|ESO03583.1	S_constricta|evm.model.ctg1651.2
OG0000053	O_bimaculoides_2	H_robusta|ESO03583.1	O_bimaculoides|XP_014778145.1
OG0000054	C_virginica_2	H_robusta|ESO10888.1	C_virginica|XP_022343743.1
OG0000054	P_fucata_2	H_robusta|ESO10888.1	P_fucata|Pma_10029064
OG0000054	S_constricta_2	H_robusta|ESO10888.1	S_constricta|evm.model.ctg775.15
OG0000054	O_bimaculoides_2	H_robusta|ESO10888.1	O_bimaculoides|XP_014779552.1
OG0000054	L_gigantea_2	H_robusta|ESO10888.1	L_gigantea|XP_009044613.1
OG0000054	B_glabrata_2	H_robusta|ESO10888.1	B_glabrata|XP_013065711.1
OG0000054	A_granulata_2	H_robusta|ESO10888.1	A_granulata|model.g1284.t1.1.5d3b82d5_1
OG0000055	O_bimaculoides_2	H_robusta|ESN91162.1	O_bimaculoides|XP_014775648.1
OG0000055	A_granulata_2	H_robusta|ESN91162.1	A_granulata|model.g2097.t1_1
OG0000055	B_glabrata_2	H_robusta|ESN91162.1	B_glabrata|XP_013087945.1
OG0000055	L_gigantea_2	H_robusta|ESN91162.1	L_gigantea|XP_009066700.1
OG0000055	C_virginica_2	H_robusta|ESN91162.1	C_virginica|XP_022345421.1
OG0000055	P_fucata_2	H_robusta|ESN91162.1	P_fucata|Pma_10017450
OG0000055	S_constricta_2	H_robusta|ESN91162.1	S_constricta|evm.model.ctg1149.7
OG0000056	C_virginica_2	H_robusta|ESO08731.1	C_virginica|XP_022329200.1
OG0000056	P_fucata_2	H_robusta|ESO08731.1	P_fucata|Pma_10015971
OG0000056	O_bimaculoides_2	H_robusta|ESO08731.1	O_bimaculoides|XP_014783300.1
OG0000056	S_constricta_2	H_robusta|ESO08731.1	S_constricta|evm.model.ctg1239.1
OG0000056	B_glabrata_2	H_robusta|ESO08731.1	B_glabrata|XP_013082149.1
OG0000056	A_granulata_2	H_robusta|ESO08731.1	A_granulata|model.g89.t1.1.5d3b81fd_1
OG0000056	L_gigantea_2	H_robusta|ESO08731.1	L_gigantea|XP_009054866.1
OG0000057	B_glabrata_2	H_robusta|ESO06944.1	B_glabrata|XP_013065610.1
OG0000057	O_bimaculoides_2	H_robusta|ESO06944.1	O_bimaculoides|XP_014774168.1
OG0000057	L_gigantea_2	H_robusta|ESO06944.1	L_gigantea|XP_009047623.1
OG0000057	S_constricta_2	H_robusta|ESO06944.1	S_constricta|evm.model.ctg138.11
OG0000057	C_virginica_2	H_robusta|ESO06944.1	C_virginica|XP_022288607.1
OG0000057	P_fucata_2	H_robusta|ESO06944.1	P_fucata|Pma_10013840
OG0000057	A_granulata_2	H_robusta|ESO06944.1	A_granulata|model.g763.t1_model.g765.t1_1
OG0000058	B_glabrata_2	H_robusta|ESO09558.1	B_glabrata|XP_013076231.1
OG0000058	L_gigantea_2	H_robusta|ESO09558.1	L_gigantea|XP_009060107.1
OG0000058	A_granulata_2	H_robusta|ESO09558.1	A_granulata|model.g4291.t1_1
OG0000058	S_constricta_2	H_robusta|ESO09558.1	S_constricta|evm.model.ctg96.49
OG0000058	C_virginica_2	H_robusta|ESO09558.1	C_virginica|XP_022317557.1
OG0000058	P_fucata_2	H_robusta|ESO09558.1	P_fucata|Pma_10014039
OG0000058	O_bimaculoides_2	H_robusta|ESO09558.1	O_bimaculoides|XP_014785555.1
OG0000059	L_gigantea_2	H_robusta|ESN94151.1	L_gigantea|XP_009060271.1
OG0000059	A_granulata_2	H_robusta|ESN94151.1	A_granulata|model.g6491.t1.1.5d3b8503_1
OG0000059	O_bimaculoides_2	H_robusta|ESN94151.1	O_bimaculoides|XP_014789933.1
OG0000059	C_virginica_2	H_robusta|ESN94151.1	C_virginica|XP_022295132.1
OG0000059	P_fucata_2	H_robusta|ESN94151.1	P_fucata|Pma_10022791
OG0000059	S_constricta_2	H_robusta|ESN94151.1	S_constricta|evm.model.ctg639.2
OG0000059	B_glabrata_2	H_robusta|ESN94151.1	B_glabrata|XP_013083411.1
OG0000060	B_glabrata_2	H_robusta|ESN99626.1	B_glabrata|XP_013072764.1
OG0000060	L_gigantea_2	H_robusta|ESN99626.1	L_gigantea|XP_009056650.1
OG0000060	A_granulata_2	H_robusta|ESN99626.1	A_granulata|model.g7388.t1_1
OG0000060	S_constricta_2	H_robusta|ESN99626.1	S_constricta|evm.model.ctg74.29
OG0000060	C_virginica_2	H_robusta|ESN99626.1	C_virginica|XP_022316787.1
OG0000060	P_fucata_2	H_robusta|ESN99626.1	P_fucata|Pma_10022841
OG0000060	O_bimaculoides_2	H_robusta|ESN99626.1	O_bimaculoides|XP_014776694.1
OG0000061	A_granulata_2	H_robusta|ESO02346.1	A_granulata|model.g7604.t1.1.5d3b84b3_1
OG0000061	C_virginica_2	H_robusta|ESO02346.1	C_virginica|XP_022296668.1
OG0000061	P_fucata_2	H_robusta|ESO02346.1	P_fucata|Pma_10032223
OG0000061	B_glabrata_2	H_robusta|ESO02346.1	B_glabrata|XP_013096882.1
OG0000061	O_bimaculoides_2	H_robusta|ESO02346.1	O_bimaculoides|XP_014790210.1
OG0000061	L_gigantea_2	H_robusta|ESO02346.1	L_gigantea|XP_009053673.1
OG0000061	S_constricta_2	H_robusta|ESO02346.1	S_constricta|evm.model.ctg210.6
OG0000062	A_granulata_2	H_robusta|ESN92353.1	A_granulata|model.g8718.t1.1.5d3b85ae_1
OG0000062	O_bimaculoides_2	H_robusta|ESN92353.1	O_bimaculoides|XP_014772987.1
OG0000062	C_virginica_2	H_robusta|ESN92353.1	C_virginica|XP_022298945.1
OG0000062	P_fucata_2	H_robusta|ESN92353.1	P_fucata|Pma_10006927
OG0000062	L_gigantea_2	H_robusta|ESN92353.1	L_gigantea|XP_009059459.1
OG0000062	S_constricta_2	H_robusta|ESN92353.1	S_constricta|evm.model.ctg230.1
OG0000062	B_glabrata_2	H_robusta|ESN92353.1	B_glabrata|XP_013065247.1
OG0000063	A_granulata_2	H_robusta|ESN90952.1	A_granulata|model.g7299.t1_1
OG0000063	O_bimaculoides_2	H_robusta|ESN90952.1	O_bimaculoides|XP_014776218.1
OG0000063	B_glabrata_2	H_robusta|ESN90952.1	B_glabrata|XP_013084385.1
OG0000063	L_gigantea_2	H_robusta|ESN90952.1	L_gigantea|XP_009053421.1
OG0000063	C_virginica_2	H_robusta|ESN90952.1	C_virginica|XP_022313813.1
OG0000063	P_fucata_2	H_robusta|ESN90952.1	P_fucata|Pma_10026025
OG0000063	S_constricta_2	H_robusta|ESN90952.1	S_constricta|evm.model.ctg131.13
OG0000064	A_granulata_2	H_robusta|ESN94328.1	A_granulata|model.g13274.t1_1
OG0000064	L_gigantea_2	H_robusta|ESN94328.1	L_gigantea|XP_009051192.1
OG0000064	S_constricta_2	H_robusta|ESN94328.1	S_constricta|evm.model.ctg1020.4
OG0000064	P_fucata_2	H_robusta|ESN94328.1	P_fucata|Pma_10001281
OG0000064	B_glabrata_2	H_robusta|ESN94328.1	B_glabrata|XP_013061978.1
OG0000064	C_virginica_2	H_robusta|ESN94328.1	C_virginica|XP_022320821.1
OG0000064	O_bimaculoides_2	H_robusta|ESN94328.1	O_bimaculoides|XP_014783678.1
OG0000065	A_granulata_2	H_robusta|ESO10101.1	A_granulata|model.g17523.t1_1
OG0000065	O_bimaculoides_2	H_robusta|ESO10101.1	O_bimaculoides|XP_014772273.1
OG0000065	B_glabrata_2	H_robusta|ESO10101.1	B_glabrata|XP_013084680.1
OG0000065	L_gigantea_2	H_robusta|ESO10101.1	L_gigantea|XP_009050443.1
OG0000065	C_virginica_2	H_robusta|ESO10101.1	C_virginica|XP_022340992.1
OG0000065	P_fucata_2	H_robusta|ESO10101.1	P_fucata|Pma_10008428
OG0000065	S_constricta_2	H_robusta|ESO10101.1	S_constricta|evm.model.ctg502.6
OG0000066	B_glabrata_2	H_robusta|ESO01061.1	B_glabrata|XP_013080185.1
OG0000066	A_granulata_2	H_robusta|ESO01061.1	A_granulata|model.g17660.t1_1
OG0000066	O_bimaculoides_2	H_robusta|ESO01061.1	O_bimaculoides|XP_014778623.1
OG0000066	P_fucata_2	H_robusta|ESO01061.1	P_fucata|Pma_10031684
OG0000066	C_virginica_2	H_robusta|ESO01061.1	C_virginica|XP_022332899.1
OG0000066	S_constricta_2	H_robusta|ESO01061.1	S_constricta|evm.model.ctg442.45
OG0000066	L_gigantea_2	H_robusta|ESO01061.1	L_gigantea|XP_009046288.1
OG0000067	S_constricta_2	H_robusta|ESN96928.1	S_constricta|evm.model.ctg249.21
OG0000067	A_granulata_2	H_robusta|ESN96928.1	A_granulata|model.g20823.t1_1
OG0000067	B_glabrata_2	H_robusta|ESN96928.1	B_glabrata|XP_013070700.1
OG0000067	L_gigantea_2	H_robusta|ESN96928.1	L_gigantea|XP_009050729.1
OG0000067	C_virginica_2	H_robusta|ESN96928.1	C_virginica|XP_022321982.1
OG0000067	P_fucata_2	H_robusta|ESN96928.1	P_fucata|Pma_10022889
OG0000067	O_bimaculoides_2	H_robusta|ESN96928.1	O_bimaculoides|XP_014771836.1
OG0000068	O_bimaculoides_2	H_robusta|ESN99588.1	O_bimaculoides|XP_014789121.1
OG0000068	C_virginica_2	H_robusta|ESN99588.1	C_virginica|XP_022341053.1
OG0000068	P_fucata_2	H_robusta|ESN99588.1	P_fucata|Pma_10017451
OG0000068	S_constricta_2	H_robusta|ESN99588.1	S_constricta|evm.model.ctg1547.1
OG0000068	B_glabrata_2	H_robusta|ESN99588.1	B_glabrata|XP_013071542.1
OG0000068	L_gigantea_2	H_robusta|ESN99588.1	L_gigantea|XP_009064827.1
OG0000068	A_granulata_2	H_robusta|ESN99588.1	A_granulata|model.g29179.t1_1
OG0000069	S_constricta_2	H_robusta|ESO02510.1	S_constricta|evm.model.ctg381.13
OG0000069	B_glabrata_2	H_robusta|ESO02510.1	B_glabrata|XP_013063965.1
OG0000069	L_gigantea_2	H_robusta|ESO02510.1	L_gigantea|XP_009048448.1
OG0000069	A_granulata_2	H_robusta|ESO02510.1	A_granulata|model.g31682.t1_1
OG0000069	O_bimaculoides_2	H_robusta|ESO02510.1	O_bimaculoides|XP_014772840.1
OG0000069	C_virginica_2	H_robusta|ESO02510.1	C_virginica|XP_022322535.1
OG0000069	P_fucata_2	H_robusta|ESO02510.1	P_fucata|Pma_10015959
OG0000070	A_granulata_2	H_robusta|ESO13213.1	A_granulata|model.g32000.t1_1
OG0000070	O_bimaculoides_2	H_robusta|ESO13213.1	O_bimaculoides|XP_014789614.1
OG0000070	S_constricta_2	H_robusta|ESO13213.1	S_constricta|evm.model.ctg367.23
OG0000070	C_virginica_2	H_robusta|ESO13213.1	C_virginica|XP_022333852.1
OG0000070	P_fucata_2	H_robusta|ESO13213.1	P_fucata|Pma_10013995
OG0000070	L_gigantea_2	H_robusta|ESO13213.1	L_gigantea|XP_009063619.1
OG0000070	B_glabrata_2	H_robusta|ESO13213.1	B_glabrata|XP_013067166.1
OG0000072	B_glabrata_2	H_robusta|ESN92120.1	B_glabrata|XP_013073978.1
OG0000074	P_fucata_2	H_robusta|ESO02161.1	P_fucata|Pma_10027586
OG0000075	S_constricta_2	H_robusta|ESO08907.1	S_constricta|evm.model.ctg54.34
